path,label,geometry
spring_images/2/0_3_57.tiff,2,POINT (108.0905327530469 11.72308824951068)
spring_images/2/0_7_19.tiff,2,POINT (107.8679145337932 11.69982962958864)
spring_images/6/0_14_2.tiff,6,POINT (107.7676172467531 11.66001100380804)
spring_images/6/0_14_3.tiff,6,POINT (107.7692066254826 11.66043371091694)
spring_images/6/0_14_4.tiff,6,POINT (107.7766005900844 11.6631588844961)
spring_images/2/0_14_38.tiff,2,POINT (107.9764931578306 11.6600250311816)
spring_images/2/0_14_39.tiff,2,POINT (107.9806519316912 11.65785728099585)
spring_images/2/0_14_66.tiff,2,POINT (108.1384726558943 11.65841128164466)
spring_images/6/0_15_2.tiff,6,POINT (107.7678116920232 11.65776959936309)
spring_images/6/0_15_3.tiff,6,POINT (107.7740204935418 11.6576560802801)
spring_images/6/0_15_4.tiff,6,POINT (107.7748376834024 11.65780288085387)
spring_images/2/0_15_34.tiff,2,POINT (107.9549055058224 11.65513395712332)
spring_images/2/0_15_37.tiff,2,POINT (107.9724427002185 11.65644774455029)
spring_images/2/0_15_38.tiff,2,POINT (107.9785939229679 11.65630094752916)
spring_images/2/0_15_39.tiff,2,POINT (107.9801787607105 11.65674561423393)
spring_images/2/0_15_40.tiff,2,POINT (107.9861353093545 11.65320855074851)
spring_images/2/0_15_43.tiff,2,POINT (108.0040287433453 11.65337553464974)
spring_images/2/0_15_60.tiff,2,POINT (108.1065968832552 11.65447302634824)
spring_images/2/0_15_61.tiff,2,POINT (108.1146276870217 11.65235869352196)
spring_images/2/0_15_62.tiff,2,POINT (108.1163447838719 11.6522777946466)
spring_images/2/0_15_66.tiff,2,POINT (108.1396200611075 11.65554701826078)
spring_images/17/0_16_1.tiff,17,POINT (107.760752588973 11.64849448871278)
spring_images/6/0_16_4.tiff,6,POINT (107.7749074258968 11.65135847880575)
spring_images/6/0_16_5.tiff,6,POINT (107.7859721100728 11.64864165186343)
spring_images/6/0_16_6.tiff,6,POINT (107.7868826196353 11.64843153427206)
spring_images/2/0_16_34.tiff,2,POINT (107.9560548727813 11.64800463057481)
spring_images/2/0_16_36.tiff,2,POINT (107.9665853643245 11.64812779228996)
spring_images/2/0_16_37.tiff,2,POINT (107.9722477664126 11.65022674360969)
spring_images/2/0_16_39.tiff,2,POINT (107.9851327055097 11.65186018285449)
spring_images/2/0_16_40.tiff,2,POINT (107.9882882220749 11.65157820052313)
spring_images/2/0_16_42.tiff,2,POINT (108.0030692147889 11.65019095759039)
spring_images/2/0_16_43.tiff,2,POINT (108.0051620447899 11.6474332574085)
spring_images/2/0_16_61.tiff,2,POINT (108.1139834112935 11.65025313630624)
spring_images/2/0_16_68.tiff,2,POINT (108.1524266914943 11.64712247795229)
spring_images/2/0_16_69.tiff,2,POINT (108.1566531964539 11.64907583650314)
spring_images/2/0_16_70.tiff,2,POINT (108.1647312827664 11.64516494719886)
spring_images/17/0_17_3.tiff,17,POINT (107.7743644235957 11.64612326323982)
spring_images/17/0_17_4.tiff,17,POINT (107.7748160321255 11.6464181912593)
spring_images/6/0_17_5.tiff,6,POINT (107.7849461146553 11.64806881074717)
spring_images/6/0_17_6.tiff,6,POINT (107.7865354422202 11.64790468884221)
spring_images/2/0_17_11.tiff,2,POINT (107.8167233991389 11.64736322218023)
spring_images/2/0_17_28.tiff,2,POINT (107.9202527776913 11.64239438524592)
spring_images/2/0_17_29.tiff,2,POINT (107.9242633961464 11.64165105196203)
spring_images/2/0_17_30.tiff,2,POINT (107.927378846821 11.64371690352377)
spring_images/2/0_17_31.tiff,2,POINT (107.9329806169239 11.64593420739057)
spring_images/2/0_17_36.tiff,2,POINT (107.9625404005681 11.64210139651369)
spring_images/2/0_17_38.tiff,2,POINT (107.9758002160654 11.64120670613666)
spring_images/2/0_17_65.tiff,2,POINT (108.1378063198397 11.64298736753511)
spring_images/2/0_17_66.tiff,2,POINT (108.1404881541451 11.64112681070875)
spring_images/2/0_17_68.tiff,2,POINT (108.1544223215772 11.64012616503474)
spring_images/2/0_17_69.tiff,2,POINT (108.1563269760533 11.64301094909924)
spring_images/2/0_17_70.tiff,2,POINT (108.1638424870811 11.63909946413612)
spring_images/2/0_17_71.tiff,2,POINT (108.1684720841023 11.63857515272033)
spring_images/2/0_18_2.tiff,2,POINT (107.7631946865173 11.63922089587086)
spring_images/17/0_18_3.tiff,17,POINT (107.7721850789473 11.63897874126818)
