path,label,geometry,label_culture,label_coffee
spring_images/6/1_7_114.tiff,6,POINT (108.432843409901 12.59651306845878),0,1
spring_images/6/1_8_114.tiff,6,POINT (108.43548763731 12.59507380543867),0,1
spring_images/18/1_9_110.tiff,18,POINT (108.4107643518033 12.5889533982607),0,1
spring_images/18/1_11_113.tiff,18,POINT (108.4289491156535 12.57399512322009),0,1
spring_images/18/2_63_156.tiff,18,POINT (108.6901003582261 13.1746920453301),0,1
spring_images/2/2_88_76.tiff,2,POINT (108.2194695463308 13.03367445813423),0,0
spring_images/2/2_88_77.tiff,2,POINT (108.2200305038643 13.03347494231048),0,0
spring_images/15/2_89_77.tiff,15,POINT (108.2198786634243 13.03212515483354),0,1
spring_images/15/2_94_78.tiff,15,POINT (108.2295901552071 13.00009123299988),0,1
spring_images/15/2_95_78.tiff,15,POINT (108.2306748419532 12.99340707373563),0,1
spring_images/15/2_95_79.tiff,15,POINT (108.2311577280773 12.99455573548903),0,1
spring_images/2/2_98_82.tiff,2,POINT (108.2530147651782 12.97538803760747),0,0
spring_images/2/2_98_83.tiff,2,POINT (108.2566911555708 12.97902552512748),0,0
spring_images/2/2_98_84.tiff,2,POINT (108.2637270429051 12.97601033334974),0,0
spring_images/2/2_98_85.tiff,2,POINT (108.2684734957823 12.97917991350297),0,0
spring_images/2/2_99_82.tiff,2,POINT (108.2527451672533 12.97478493706439),0,0
spring_images/2/2_99_84.tiff,2,POINT (108.2649449956451 12.97485967810677),0,0
spring_images/2/2_103_85.tiff,2,POINT (108.2697895555961 12.95016791735196),0,0
spring_images/15/2_105_79.tiff,15,POINT (108.2321148787135 12.93610876920267),0,1
spring_images/2/2_110_80.tiff,2,POINT (108.2396886513249 12.90984871417855),0,0
spring_images/2/2_111_80.tiff,2,POINT (108.2383792918714 12.90484927555345),0,0
spring_images/15/2_117_78.tiff,15,POINT (108.2260388208548 12.86957047089592),0,1
spring_images/6/2_118_51.tiff,6,POINT (108.0680588333444 12.8632209298808),0,1
spring_images/6/2_118_52.tiff,6,POINT (108.0711082927197 12.86197049829776),0,1
spring_images/6/2_118_53.tiff,6,POINT (108.0795609650384 12.86401777353666),0,1
spring_images/18/2_119_47.tiff,18,POINT (108.0414194299881 12.85675647817214),0,1
spring_images/18/2_119_48.tiff,18,POINT (108.0470885799463 12.85965390743686),0,1
spring_images/6/2_119_51.tiff,6,POINT (108.0686595308696 12.86065877104888),0,1
spring_images/6/2_119_52.tiff,6,POINT (108.0703880686461 12.85692280021621),0,1
spring_images/6/2_119_53.tiff,6,POINT (108.0767842713761 12.85788207738654),0,1
spring_images/6/2_119_54.tiff,6,POINT (108.0877071590279 12.85984660347656),0,1
spring_images/18/2_120_47.tiff,18,POINT (108.0430245138189 12.85218804472829),0,1
spring_images/6/2_120_51.tiff,6,POINT (108.0653250466481 12.85509925415761),0,1
spring_images/18/2_121_43.tiff,18,POINT (108.0224128513927 12.84583450145609),0,1
spring_images/18/2_121_44.tiff,18,POINT (108.0249082349248 12.84693399360296),0,1
spring_images/18/2_121_47.tiff,18,POINT (108.0432330060834 12.848562425569),0,1
spring_images/6/2_121_50.tiff,6,POINT (108.0621775142075 12.84716759499852),0,1
spring_images/6/2_121_51.tiff,6,POINT (108.0647151547731 12.84820042696784),0,1
spring_images/6/2_121_57.tiff,6,POINT (108.1036830318726 12.84441337975327),0,1
