path,label,geometry,label_culture,label_coffee
spring_images/6/2_52_73.tiff,6,POINT (108.2030707844725 13.24564604411154),0,1
spring_images/6/2_53_71.tiff,6,POINT (108.1899902596578 13.23802061285502),0,1
spring_images/6/2_53_72.tiff,6,POINT (108.1968395137174 13.23676006289413),0,1
spring_images/6/2_53_73.tiff,6,POINT (108.2008166286256 13.23739033787458),0,1
spring_images/2/2_54_46.tiff,2,POINT (108.0437600501629 13.23468093185177),0,0
spring_images/6/2_54_73.tiff,6,POINT (108.2032320178703 13.23115340792568),0,1
spring_images/6/2_54_74.tiff,6,POINT (108.204771803582 13.23204696232834),0,1
spring_images/6/2_55_73.tiff,6,POINT (108.2041893975874 13.22685118282183),0,1
spring_images/6/2_55_74.tiff,6,POINT (108.2064871089085 13.22645028006528),0,1
spring_images/6/2_55_75.tiff,6,POINT (108.2104043875845 13.22692099175953),0,1
spring_images/15/2_66_77.tiff,15,POINT (108.2234857907217 13.16530934267014),0,1
spring_images/6/2_67_72.tiff,6,POINT (108.1936524146663 13.15544714139539),0,1
spring_images/6/2_67_73.tiff,6,POINT (108.1979389616496 13.15656649241267),0,1
spring_images/2/2_68_73.tiff,2,POINT (108.1986559097027 13.15401375779256),0,0
spring_images/2/2_69_71.tiff,2,POINT (108.1903984754182 13.14857786019309),0,0
spring_images/2/2_69_73.tiff,2,POINT (108.1982547391809 13.14808337041608),0,0
spring_images/2/2_69_77.tiff,2,POINT (108.2250600770846 13.14701289021503),0,0
spring_images/2/2_76_78.tiff,2,POINT (108.2281456350696 13.10820627504848),0,0
spring_images/18/2_79_16.tiff,18,POINT (107.8658514585481 13.09485436342507),0,1
spring_images/18/2_79_17.tiff,18,POINT (107.869471508299 13.09181286043798),0,1
spring_images/18/2_80_15.tiff,18,POINT (107.8573169297396 13.08932210265222),0,1
spring_images/18/2_80_16.tiff,18,POINT (107.8611320814584 13.08808483802793),0,1
spring_images/18/2_81_14.tiff,18,POINT (107.8505779388023 13.08050994605188),0,1
spring_images/18/2_81_15.tiff,18,POINT (107.8603777194933 13.07917215585128),0,1
spring_images/18/2_81_16.tiff,18,POINT (107.8631657338807 13.0785013625548),0,1
spring_images/18/2_81_17.tiff,18,POINT (107.8697878880564 13.07845623714304),0,1
spring_images/18/2_82_12.tiff,18,POINT (107.8384540082831 13.07488450001252),0,1
spring_images/18/2_82_13.tiff,18,POINT (107.8455970500689 13.07251791647138),0,1
spring_images/18/2_82_14.tiff,18,POINT (107.8495100901313 13.07746753936535),0,1
spring_images/18/2_82_15.tiff,18,POINT (107.8579905260951 13.07360203792222),0,1
spring_images/18/2_82_17.tiff,18,POINT (107.8671480514685 13.07669634608443),0,1
spring_images/18/2_83_10.tiff,18,POINT (107.8288866614064 13.06846297759906),0,1
spring_images/18/2_83_11.tiff,18,POINT (107.8313205867556 13.07153424506048),0,1
spring_images/18/2_83_12.tiff,18,POINT (107.8388580591316 13.07162082738516),0,1
spring_images/18/2_84_11.tiff,18,POINT (107.8329921066348 13.06238778448431),0,1
spring_images/6/2_84_51.tiff,6,POINT (108.0682186884875 13.06396594222361),0,1
spring_images/2/2_88_76.tiff,2,POINT (108.2194695463308 13.03367445813423),0,0
spring_images/2/2_88_77.tiff,2,POINT (108.2200305038643 13.03347494231048),0,0
spring_images/15/2_89_77.tiff,15,POINT (108.2198786634243 13.03212515483354),0,1
spring_images/15/2_94_78.tiff,15,POINT (108.2295901552071 13.00009123299988),0,1
spring_images/15/2_95_78.tiff,15,POINT (108.2306748419532 12.99340707373563),0,1
spring_images/15/2_95_79.tiff,15,POINT (108.2311577280773 12.99455573548903),0,1
spring_images/2/2_98_82.tiff,2,POINT (108.2530147651782 12.97538803760747),0,0
spring_images/2/2_98_83.tiff,2,POINT (108.2566911555708 12.97902552512748),0,0
spring_images/2/2_98_84.tiff,2,POINT (108.2637270429051 12.97601033334974),0,0
spring_images/2/2_98_85.tiff,2,POINT (108.2684734957823 12.97917991350297),0,0
spring_images/2/2_99_82.tiff,2,POINT (108.2527451672533 12.97478493706439),0,0
spring_images/2/2_99_84.tiff,2,POINT (108.2649449956451 12.97485967810677),0,0
