path,label,geometry
spring_images_32/2/0_37_75.tiff,0,POINT (107.9715348240594 11.63510740993199)
spring_images_32/2/0_35_76.tiff,0,POINT (107.9758002160654 11.64120670613666)
spring_images_32/6/0_77_96.tiff,0,POINT (108.0336912596358 11.52006062185149)
spring_images_32/6/3_186_116.tiff,0,POINT (108.1207175415834 13.91227234525074)
spring_images_32/2/1_342_75.tiff,0,POINT (107.9719239223963 11.65679549671684)
spring_images_32/27/1_231_211.tiff,1,POINT (108.375530199463 11.97563658615836)
spring_images_32/27/1_248_212.tiff,1,POINT (108.3772517760391 11.92391702517794)
spring_images_32/6/4_40_284.tiff,0,POINT (107.6784281628178 12.53421000903358)
spring_images_32/4/0_95_150.tiff,1,POINT (108.189450707675 11.46501914249888)
spring_images_32/2/0_54_58.tiff,0,POINT (107.9233925522645 11.58663087391853)
spring_images_32/4/3_21_193.tiff,1,POINT (108.355011111852 14.3860342893351)
spring_images_32/17/0_55_91.tiff,0,POINT (108.0197235740798 11.58426990725342)
spring_images_32/2/3_237_75.tiff,0,POINT (107.9962590521293 13.76780012132431)
spring_images_32/10/1_165_164.tiff,1,POINT (108.2387376358369 12.16602865239628)
spring_images_32/18/1_54_75.tiff,0,POINT (107.9820590682295 12.49112925552927)
spring_images_32/2/0_45_6.tiff,0,POINT (107.7686694222405 11.61560639705169)
spring_images_32/27/1_216_242.tiff,1,POINT (108.4663643950416 12.01755305063841)
spring_images_32/2/3_161_114.tiff,0,POINT (108.1149742924992 13.98676901741269)
spring_images_32/27/1_247_219.tiff,1,POINT (108.3996112917377 11.92878269010935)
spring_images_32/4/0_87_174.tiff,1,POINT (108.2596433441028 11.48959613433344)
spring_images_32/2/0_35_72.tiff,0,POINT (107.9625404005681 11.64210139651369)
spring_images_32/2/0_43_120.tiff,0,POINT (108.1045989953278 11.6177854933674)
spring_images_32/2/1_342_173.tiff,0,POINT (108.2587124455852 11.65536544901536)
spring_images_32/2/0_54_11.tiff,0,POINT (107.7835749791508 11.59008782247813)
spring_images_32/4/4_119_206.tiff,1,POINT (107.446850461065 12.30713736674969)
spring_images_32/18/0_57_121.tiff,0,POINT (108.1077386493351 11.57751276185903)
spring_images_32/4/1_102_189.tiff,1,POINT (108.3151146679076 12.34896807974559)
spring_images_32/27/1_250_212.tiff,1,POINT (108.3761657635756 11.91953348396141)
spring_images_32/18/3_146_166.tiff,0,POINT (108.2707592218731 14.02640284590086)
spring_images_32/4/4_132_205.tiff,1,POINT (107.4422672569416 12.26900844443949)
spring_images_32/4/4_172_163.tiff,1,POINT (107.3186798176049 12.15490427359066)
spring_images_32/2/1_156_142.tiff,0,POINT (108.1766961157902 12.19314229536623)
spring_images_32/27/1_226_245.tiff,1,POINT (108.4739522900782 11.98890268433403)
spring_images_32/17/3_212_51.tiff,0,POINT (107.92854383049 13.84145932273428)
spring_images_32/4/0_114_72.tiff,1,POINT (107.9606515960856 11.4139085649311)
spring_images_32/17/0_70_62.tiff,0,POINT (107.9321956864412 11.5423467845299)
spring_images_32/4/0_103_154.tiff,1,POINT (108.2004791145248 11.44274981104396)
spring_images_32/4/4_177_163.tiff,1,POINT (107.3174582200526 12.14047747206268)
spring_images_32/4/0_103_135.tiff,1,POINT (108.145310476453 11.44354565760151)
spring_images_32/4/0_116_143.tiff,1,POINT (108.168087511961 11.40442267219257)
spring_images_32/6/2_308_246.tiff,0,POINT (108.487524886517 12.65146282262719)
spring_images_32/4/1_267_218.tiff,1,POINT (108.3949175787797 11.87127997563765)
spring_images_32/4/4_130_204.tiff,1,POINT (107.4400230411922 12.27741667168984)
spring_images_32/27/0_70_172.tiff,1,POINT (108.254965127751 11.53734054085923)
spring_images_32/2/0_99_7.tiff,0,POINT (107.7703060410304 11.45816085176192)
spring_images_32/4/1_261_217.tiff,1,POINT (108.3920742006932 11.88705019298717)
spring_images_32/2/0_58_80.tiff,0,POINT (107.9874662071697 11.57607861251984)
spring_images_32/17/0_50_18.tiff,0,POINT (107.80413019595 11.60143020213223)
spring_images_32/6/4_50_213.tiff,0,POINT (107.4697122926326 12.50685426837359)
spring_images_32/6/4_60_203.tiff,0,POINT (107.4374896013662 12.47915643787327)
