path,label,geometry
spring_images/6/3_96_58.tiff,0,POINT (108.1234715642507 13.89658124359308)
spring_images/4/0_59_67.tiff,1,POINT (108.1465392996987 11.40108192413144)
spring_images/17/0_36_31.tiff,0,POINT (107.9349650350841 11.5340380611152)
spring_images/2/3_52_60.tiff,0,POINT (108.135521712532 14.14909288291238)
spring_images/6/3_135_35.tiff,0,POINT (107.9832782381918 13.6682501592854)
spring_images/2/0_28_6.tiff,0,POINT (107.7862297538406 11.58271813108085)
spring_images/6/3_118_42.tiff,0,POINT (108.022815956737 13.77053058351855)
spring_images/2/0_27_30.tiff,0,POINT (107.9272475742788 11.58557663168364)
spring_images/6/3_116_41.tiff,0,POINT (108.0170165812073 13.78238601798585)
spring_images/4/0_56_2.tiff,1,POINT (107.7647550103527 11.41959257841537)
spring_images/27/1_106_115.tiff,1,POINT (108.4339020324323 12.02908437417018)
spring_images/2/3_74_52.tiff,0,POINT (108.0856712438414 14.02229482570975)
spring_images/4/0_57_29.tiff,1,POINT (107.9217345205172 11.41277806957697)
spring_images/2/0_47_25.tiff,0,POINT (107.9005435637935 11.46868756941037)
spring_images/4/0_40_81.tiff,1,POINT (108.2284140797376 11.50618250564469)
spring_images/4/0_60_75.tiff,1,POINT (108.1894674541082 11.39293095328849)
spring_images/18/2_81_15.tiff,0,POINT (107.8603777194933 13.07917215585128)
spring_images/6/3_104_43.tiff,0,POINT (108.0331024557637 13.84748985403022)
spring_images/4/0_47_61.tiff,1,POINT (108.1103951802007 11.46754972739362)
spring_images/4/0_58_35.tiff,1,POINT (107.9548032077546 11.40414197838372)
spring_images/6/3_56_13.tiff,0,POINT (107.8585204865625 14.12774592381147)
spring_images/4/0_50_53.tiff,1,POINT (108.0606335127618 11.45424026730602)
spring_images/27/1_124_108.tiff,1,POINT (108.388783253834 11.92246900855987)
spring_images/6/3_61_62.tiff,0,POINT (108.150751828377 14.09514602889075)
spring_images/2/0_34_110.tiff,0,POINT (108.396896814946 11.54332780702158)
spring_images/2/0_24_14.tiff,0,POINT (107.837414931525 11.60307700258796)
spring_images/4/4_19_138.tiff,1,POINT (107.6560360393549 12.54047405111498)
spring_images/27/1_119_108.tiff,1,POINT (108.391533936917 11.9523272209227)
spring_images/4/4_63_99.tiff,1,POINT (107.4234681591352 12.28463834568078)
spring_images/18/2_165_110.tiff,0,POINT (108.4107643518033 12.5889533982607)
spring_images/6/4_105_111.tiff,0,POINT (107.4903316645878 12.04093590385407)
spring_images/4/1_134_110.tiff,1,POINT (108.4010782313002 11.86569852976436)
spring_images/4/1_50_41.tiff,1,POINT (108.0026963493618 12.35646721900413)
spring_images/2/3_73_24.tiff,0,POINT (107.9227182925219 14.02855813435191)
spring_images/4/1_129_107.tiff,1,POINT (108.3832807906853 11.89463253455089)
spring_images/27/0_28_127.tiff,1,POINT (108.4960865735315 11.57580744287944)
spring_images/4/3_113_151.tiff,1,POINT (108.671206513153 13.78602482036482)
spring_images/4/4_165_113.tiff,1,POINT (107.4984617624844 11.69737482305279)
spring_images/2/3_73_82.tiff,0,POINT (108.2648767420492 14.02468361267053)
spring_images/2/3_65_38.tiff,0,POINT (108.0085930867437 14.07782475841933)
spring_images/27/1_110_107.tiff,1,POINT (108.3845148957572 12.00322829599469)
spring_images/4/3_110_159.tiff,1,POINT (108.7182472051347 13.80570990915034)
spring_images/4/0_60_35.tiff,1,POINT (107.9585105852772 11.39702640141419)
spring_images/4/4_68_143.tiff,1,POINT (107.6841455995682 12.25411239789272)
spring_images/2/0_14_39.tiff,0,POINT (107.9806519316912 11.65785728099585)
spring_images/17/3_105_26.tiff,0,POINT (107.9323714810775 13.84211026591287)
spring_images/6/3_55_17.tiff,0,POINT (107.8795184601253 14.13651206811435)
spring_images/2/0_18_70.tiff,0,POINT (108.1667306440933 11.63739180935401)
spring_images/4/0_60_71.tiff,1,POINT (108.169294224257 11.39562798935782)
spring_images/27/1_110_105.tiff,1,POINT (108.3732923555985 12.00720252569556)
spring_images/6/3_122_4.tiff,0,POINT (107.8023990469962 13.75067438999832)
spring_images/4/4_67_144.tiff,1,POINT (107.6859894038547 12.26353701468424)
spring_images/2/0_59_19.tiff,0,POINT (107.8611422869222 11.4005007831424)
spring_images/18/2_83_10.tiff,0,POINT (107.8288866614064 13.06846297759906)
spring_images/27/1_124_111.tiff,1,POINT (108.4083355918616 11.92579121941429)
spring_images/4/0_55_2.tiff,1,POINT (107.7625837373572 11.42736345018862)
spring_images/18/1_89_83.tiff,0,POINT (108.2451695203858 12.12486906696497)
spring_images/4/1_104_82.tiff,1,POINT (108.241486475893 12.04114224708686)
spring_images/18/2_81_16.tiff,0,POINT (107.8631657338807 13.0785013625548)
spring_images/4/0_48_66.tiff,1,POINT (108.1413003612191 11.45982679356254)
spring_images/2/0_34_5.tiff,0,POINT (107.7830303447995 11.54491648962384)
spring_images/2/1_141_77.tiff,0,POINT (108.2098741604924 11.82804876293668)
spring_images/2/3_67_36.tiff,0,POINT (107.9945953980553 14.06343329422645)
spring_images/27/1_105_107.tiff,1,POINT (108.3847506098259 12.03199240564959)
spring_images/4/0_57_74.tiff,1,POINT (108.1859719434858 11.41269545639698)
spring_images/27/1_111_119.tiff,1,POINT (108.454437386571 11.99529288039807)
spring_images/2/0_21_60.tiff,0,POINT (108.1066763357439 11.6208429607617)
spring_images/2/3_116_37.tiff,0,POINT (107.995726456677 13.78113301976141)
spring_images/2/0_26_36.tiff,0,POINT (107.9659451564313 11.59000318151658)
spring_images/2/3_52_62.tiff,0,POINT (108.1477723040867 14.14769014342138)
spring_images/2/0_32_20.tiff,0,POINT (107.8684203827097 11.56060485971825)
spring_images/6/4_20_140.tiff,0,POINT (107.6693313897028 12.53507912748405)
spring_images/4/1_123_106.tiff,1,POINT (108.3764652397398 11.92793856223995)
spring_images/17/3_106_27.tiff,0,POINT (107.9392382408632 13.84064086997084)
spring_images/6/4_26_102.tiff,0,POINT (107.441477226769 12.49777250050681)
spring_images/2/0_35_85.tiff,0,POINT (108.2534202645465 11.53868351853129)
spring_images/4/0_59_72.tiff,1,POINT (108.1750823527273 11.40072208781838)
spring_images/4/3_157_157.tiff,1,POINT (108.7033182365875 13.53640801787115)
spring_images/6/4_28_100.tiff,0,POINT (107.433492178358 12.48617152334842)
spring_images/4/0_54_2.tiff,1,POINT (107.762183766016 11.42947758442105)
spring_images/4/4_55_105.tiff,1,POINT (107.4603536646113 12.33123994062604)
