path,label,geometry
spring_images/2/3_32_131.tiff,0,POINT (108.5601275802139 14.25645133800843)
spring_images/2/3_52_60.tiff,0,POINT (108.135521712532 14.14909288291238)
spring_images/2/3_52_61.tiff,0,POINT (108.1403311050726 14.14878561616673)
spring_images/2/3_52_62.tiff,0,POINT (108.1477723040867 14.14769014342138)
spring_images/2/3_53_59.tiff,0,POINT (108.1310797041439 14.14115070550859)
spring_images/2/3_53_60.tiff,0,POINT (108.1379531276498 14.14452062014292)
spring_images/2/3_53_61.tiff,0,POINT (108.140264307954 14.14337170970267)
spring_images/2/3_69_72.tiff,0,POINT (108.2079685708395 14.05038393670757)
spring_images/2/3_71_48.tiff,0,POINT (108.0673609382384 14.04007114842832)
spring_images/2/3_71_49.tiff,0,POINT (108.0692429598527 14.03913275622684)
spring_images/2/3_71_50.tiff,0,POINT (108.0756793734369 14.0373091679913)
spring_images/2/3_72_49.tiff,0,POINT (108.0676857399259 14.03635895823229)
spring_images/2/3_72_50.tiff,0,POINT (108.0734437939773 14.03504217777378)
spring_images/2/3_72_81.tiff,0,POINT (108.2590540402632 14.03028880298933)
spring_images/2/3_72_83.tiff,0,POINT (108.2704071650345 14.02831112673525)
spring_images/2/3_73_50.tiff,0,POINT (108.078357952896 14.0302406643317)
spring_images/2/3_73_51.tiff,0,POINT (108.081106935778 14.02808956897958)
spring_images/2/3_73_54.tiff,0,POINT (108.1012043026665 14.02496374931997)
spring_images/2/3_73_55.tiff,0,POINT (108.1036650265149 14.02534087174885)
spring_images/2/3_73_82.tiff,0,POINT (108.2648767420492 14.02468361267053)
spring_images/2/3_74_50.tiff,0,POINT (108.0758418428744 14.02503189416636)
spring_images/2/3_74_51.tiff,0,POINT (108.0807180922577 14.02343969367914)
spring_images/2/3_74_52.tiff,0,POINT (108.0856712438414 14.02229482570975)
spring_images/2/3_74_54.tiff,0,POINT (108.0970327094314 14.01968117460401)
spring_images/2/3_74_55.tiff,0,POINT (108.1045418361621 14.0244640621017)
spring_images/2/3_74_78.tiff,0,POINT (108.2405863623807 14.02134421144818)
spring_images/2/3_75_54.tiff,0,POINT (108.0975253936903 14.01882948010985)
spring_images/2/3_80_57.tiff,0,POINT (108.1149742924992 13.98676901741269)
spring_images/2/3_86_56.tiff,0,POINT (108.1130527418159 13.9506135721733)
spring_images/2/3_86_58.tiff,0,POINT (108.1197221377956 13.95256762148738)
spring_images/2/3_87_56.tiff,0,POINT (108.1084091010319 13.94895821561611)
spring_images/2/3_87_57.tiff,0,POINT (108.1141075607198 13.94911998406146)
spring_images/2/3_89_56.tiff,0,POINT (108.1118357218789 13.93707907163315)
spring_images/2/3_89_57.tiff,0,POINT (108.1135402689215 13.93720373758016)
spring_images/2/1_99_29.tiff,0,POINT (107.9267073637438 12.07345628161395)
spring_images/2/1_121_30.tiff,0,POINT (107.9354076287973 11.94602608472949)
spring_images/2/0_14_38.tiff,0,POINT (107.9764931578306 11.6600250311816)
spring_images/2/0_14_39.tiff,0,POINT (107.9806519316912 11.65785728099585)
spring_images/2/0_15_34.tiff,0,POINT (107.9549055058224 11.65513395712332)
spring_images/2/0_15_37.tiff,0,POINT (107.9724427002185 11.65644774455029)
spring_images/2/0_15_38.tiff,0,POINT (107.9785939229679 11.65630094752916)
spring_images/2/0_15_39.tiff,0,POINT (107.9801787607105 11.65674561423393)
spring_images/2/0_15_40.tiff,0,POINT (107.9861353093545 11.65320855074851)
spring_images/2/0_15_43.tiff,0,POINT (108.0040287433453 11.65337553464974)
spring_images/2/0_16_34.tiff,0,POINT (107.9560548727813 11.64800463057481)
spring_images/2/0_16_36.tiff,0,POINT (107.9665853643245 11.64812779228996)
spring_images/2/0_16_37.tiff,0,POINT (107.9722477664126 11.65022674360969)
spring_images/2/0_16_39.tiff,0,POINT (107.9851327055097 11.65186018285449)
spring_images/2/0_16_40.tiff,0,POINT (107.9882882220749 11.65157820052313)
spring_images/2/0_16_42.tiff,0,POINT (108.0030692147889 11.65019095759039)
spring_images/2/0_16_43.tiff,0,POINT (108.0051620447899 11.6474332574085)
spring_images/2/0_17_28.tiff,0,POINT (107.9202527776913 11.64239438524592)
spring_images/2/0_17_29.tiff,0,POINT (107.9242633961464 11.64165105196203)
spring_images/2/0_17_30.tiff,0,POINT (107.927378846821 11.64371690352377)
spring_images/2/0_17_31.tiff,0,POINT (107.9329806169239 11.64593420739057)
spring_images/2/0_17_36.tiff,0,POINT (107.9625404005681 11.64210139651369)
spring_images/2/0_17_38.tiff,0,POINT (107.9758002160654 11.64120670613666)
spring_images/2/0_18_29.tiff,0,POINT (107.9216701526771 11.64066314968801)
spring_images/2/0_18_37.tiff,0,POINT (107.9715348240594 11.63510740993199)
spring_images/2/0_19_34.tiff,0,POINT (107.9509050575718 11.62915388503185)
spring_images/2/0_19_37.tiff,0,POINT (107.9708424829821 11.63093149473437)
spring_images/2/0_19_38.tiff,0,POINT (107.9745949063218 11.62988765514827)
spring_images/2/0_20_33.tiff,0,POINT (107.9500357982327 11.62910046686018)
spring_images/2/0_20_34.tiff,0,POINT (107.9504072973357 11.62906161728078)
spring_images/2/0_20_37.tiff,0,POINT (107.9709864608561 11.62755701331379)
spring_images/2/0_20_39.tiff,0,POINT (107.9809171778342 11.62487200332422)
spring_images/2/0_20_47.tiff,0,POINT (108.0270200595027 11.62455816098502)
spring_images/2/0_21_29.tiff,0,POINT (107.9226258511875 11.61814311685031)
spring_images/2/0_21_35.tiff,0,POINT (107.961410209067 11.62112777788555)
spring_images/2/0_21_36.tiff,0,POINT (107.9623381765388 11.61769429823979)
spring_images/2/0_21_38.tiff,0,POINT (107.9744244601951 11.6175357047696)
spring_images/2/0_21_48.tiff,0,POINT (108.0380221111921 11.6219699877618)
spring_images/2/0_22_30.tiff,0,POINT (107.9312755424505 11.61422295904257)
spring_images/2/0_22_31.tiff,0,POINT (107.9340347776124 11.61257763733494)
spring_images/2/0_22_35.tiff,0,POINT (107.9604292148825 11.61663376398627)
spring_images/2/0_22_38.tiff,0,POINT (107.9739000334322 11.61669116378015)
spring_images/2/0_22_39.tiff,0,POINT (107.9828286554014 11.61312554892037)
spring_images/2/0_22_41.tiff,0,POINT (107.991766161818 11.61434429979537)
spring_images/2/0_22_42.tiff,0,POINT (107.9980564889147 11.61359732345263)
spring_images/2/0_23_29.tiff,0,POINT (107.9256957557898 11.61064208496584)
spring_images/2/0_23_31.tiff,0,POINT (107.9335110800234 11.60624854621382)
spring_images/2/0_23_38.tiff,0,POINT (107.9743625026029 11.61155015880508)
spring_images/2/0_23_41.tiff,0,POINT (107.9942953975048 11.60936445751045)
spring_images/2/0_24_39.tiff,0,POINT (107.9843978047825 11.60361745327449)
spring_images/2/0_24_52.tiff,0,POINT (108.0608727099514 11.60320951028644)
spring_images/2/0_24_53.tiff,0,POINT (108.0621864659666 11.60331534063211)
spring_images/2/0_25_27.tiff,0,POINT (107.9141562017267 11.60005770128707)
